x,y1,y2
0.1,1,2
0.11,0.9280967483607192,2.0828548774589213
0.12,0.8572324635830426,2.1641513046254364
0.13,0.7873985476815554,2.243902178477667
0.14,0.7185864708231511,2.322120293765274
0.15000000000000002,0.6507877708228956,2.398818343765657
0.16000000000000003,0.5839940526431678,2.474008921035249
0.17000000000000004,0.5181969878960604,2.54770451815591
0.18000000000000005,0.45338831434902743,2.6199175284764595
0.19000000000000006,0.3895598354337626,2.690660246849357
0.20000000000000007,0.3267034197582922,2.7599448703625624
0.21000000000000008,0.2648110006222689,2.8277834990665975
0.22000000000000008,0.20387457553544994,2.894188136696826
0.2300000000000001,0.143886205739345,2.9591706913909834
0.2400000000000001,0.08483801573201818,3.0227429764019735
0.2500000000000001,0.026722192796029054,3.0849167108059574
0.2600000000000001,-0.030469013470503167,3.145703520205756
0.27000000000000013,-0.08674329161972684,3.2051149374295913
0.28000000000000014,-0.14210826881679253,3.26316240322519
0.29000000000000015,-0.19657151129951012,3.3198572669492665
0.30000000000000016,-0.25014052483494376,3.375210787252417
0.31000000000000016,-0.30282275517296,3.4292341327594413
0.3200000000000002,-0.35462558849674464,3.4819383827451182
0.3300000000000002,-0.4055563518703034,3.533334527805456
0.3400000000000002,-0.4556223136829619,3.5834334705244437
0.3500000000000002,-0.5048306840908802,3.632246026136321
0.3600000000000002,-0.5531886154555972,3.6797829231833963
0.3700000000000002,-0.6007032027796206,3.7260548041694315
0.3800000000000002,-0.6473814841390774,3.7710722262086165
0.39000000000000024,-0.6932304411134395,3.8148456616701596
0.40000000000000024,-0.7382569992123418,3.857385498818513
0.41000000000000025,-0.7824680282995056,3.898702042449259
0.42000000000000026,-0.8258703430137841,3.9388055145206766
0.43000000000000027,-0.8684707031873452,3.9777060547810184
0.4400000000000003,-0.9102758142610055,4.015413721391509
0.4500000000000003,-0.9512923276967326,4.0519384915450996
0.4600000000000003,-0.9915268413873298,4.087290262080995
0.4700000000000003,-1.030985900063318,4.121478850094978
0.4800000000000003,-1.0696759956970308,4.154513993545548
0.4900000000000003,-1.1076035679039378,4.186405351855908
0.5000000000000003,-1.1447750043412102,4.217162506511817
0.5100000000000003,-1.1811966411035455,4.246794961655319
0.5200000000000004,-1.2168747631162649,4.275312144674398
0.5300000000000004,-1.2518156045256983,4.302723406788548
0.5400000000000004,-1.2860253490868743,4.329038023630312
0.5500000000000004,-1.3195101305485257,4.354265195822789
0.5600000000000004,-1.3522760330354306,4.378414049553147
0.5700000000000004,-1.3843290914281001,4.401493637142151
0.5800000000000004,-1.4156752917398283,4.423512937609743
0.5900000000000004,-1.446320571491122,4.444480857236684
0.6000000000000004,-1.4762708200815207,4.4644062301222815
0.6100000000000004,-1.505531879158825,4.4832978187382375
0.6200000000000004,-1.5341095429857468,4.50116431447862
0.6300000000000004,-1.5620095588039957,4.518014338205994
0.6400000000000005,-1.5892376271958177,4.533856440793727
0.6500000000000005,-1.6157994024429987,4.548699103664498
0.6600000000000005,-1.6417004928833483,4.562550739325023
0.6700000000000005,-1.666946461264681,4.5754196918970225
0.6800000000000005,-1.6915428250963034,4.587314237644456
0.6900000000000005,-1.7154950569980285,4.598242585497044
0.7000000000000005,-1.7388085850467272,4.608212877570091
0.7100000000000005,-1.7614887931204317,4.617233189680648
0.7200000000000005,-1.783541021240008,4.625311531860012
0.7300000000000005,-1.8049705659084085,4.632455848862612
0.7400000000000005,-1.8257826804475203,4.638674020671281
0.7500000000000006,-1.8459825753326244,4.643973862998937
0.7600000000000006,-1.865575418524478,4.648363127786717
0.7700000000000006,-1.884566335799035,4.6518495036985525
0.7800000000000006,-1.9029604110748202,4.65444061661223
0.7900000000000006,-1.9207626867379675,4.656144030106951
0.8000000000000006,-1.9379781639649407,4.656967245947411
0.8100000000000006,-1.954611803042947,4.65691770456442
0.8200000000000006,-1.9706685236880586,4.656002785532087
0.8300000000000006,-1.986153205361058,4.6542298080415865
0.8400000000000006,-2.001070687581017,4.651606031371524
0.8500000000000006,-2.015425770236625,4.648138655354937
0.8600000000000007,-2.0292232138952846,4.643834820842926
0.8700000000000007,-2.0424677401099767,4.638701610164964
0.8800000000000007,-2.055164031723924,4.6327460475858855
0.8900000000000007,-2.067316733173053,4.625975099759579
0.9000000000000007,-2.0789304507862756,4.6183956761794125
0.9100000000000007,-2.090009753083601,4.6100146296254
0.9200000000000007,-2.100559171072092,4.6008387566081375
0.9300000000000007,-2.110583198539681,4.590874797809521
0.9400000000000007,-2.1200862923468518,4.580129438520278
0.9500000000000007,-2.129072872716213,4.568609309074319
0.9600000000000007,-2.1375473235199607,4.556320985279942
0.9700000000000008,-2.1455139925652587,4.543270988847889
0.9800000000000008,-2.152977191877538,4.529465787816307
0.9900000000000008,-2.159941197981735,4.514911796972602
1.0000000000000007,-2.1664102521814765,4.499615378272215
1.0100000000000007,-2.1723885608362328,4.483582841254349
1.0200000000000007,-2.17788029563644,4.46682044345466
1.0300000000000007,-2.182889593876614,4.449334390814921
1.0400000000000007,-2.187420558726465,4.431130838089698
1.0500000000000007,-2.191477259500025,4.412215889250037
1.0600000000000007,-2.1950637319228017,4.392595597884202
1.0700000000000007,-2.1981839783969725,4.372275967595458
1.0800000000000007,-2.2008419682646285,4.351262952396942
1.0900000000000007,-2.2030416380690836,4.329562457103624
1.1000000000000008,-2.204786891814258,4.307180337721386
1.1100000000000008,-2.2060816012221536,4.28412240183323
1.1200000000000008,-2.2069296059884285,4.260394408982642
1.1300000000000008,-2.2073347140360835,4.236002071054124
1.1400000000000008,-2.2073007017672777,4.210951052650915
1.1500000000000008,-2.2068313143132787,4.185246971469917
1.1600000000000008,-2.205930265782565,4.158895398673846
1.1700000000000008,-2.204601239507087,4.13190185926063
1.1800000000000008,-2.202847888286706,4.104271832430059
1.1900000000000008,-2.2006738346318166,4.076010751947725
1.2000000000000008,-2.1980826710041645,4.047124006506246
1.2100000000000009,-2.1950779600558787,4.017616940083818
1.2200000000000009,-2.191663234866722,3.9874948523000833
1.2300000000000009,-2.187841999179575,3.956762998769362
1.2400000000000009,-2.1836177276341617,3.925426591451243
1.2500000000000009,-2.1789938659990393,3.893490798998559
1.260000000000001,-2.1739738314018453,3.860960747102768
1.270000000000001,-2.1685610125578316,3.827841518836747
1.280000000000001,-2.1627587699966857,3.794138154995028
1.290000000000001,-2.1565704362876548,3.759855654431482
1.300000000000001,-2.149999316262983,3.7249989743944742
1.310000000000001,-2.143048687239673,3.689573030859509
1.320000000000001,-2.1357217992395827,3.653582698859373
1.330000000000001,-2.1280218752078697,3.6170328128118037
1.340000000000001,-2.1199521112297943,3.5799281668446907
1.350000000000001,-2.11151567674589,3.542273515118834
1.360000000000001,-2.102715714765513,3.5040735721482688
1.370000000000001,-2.0935553420787865,3.465333013118179
